%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 2.079   51.346665   51.042226   51.651297   17.572558   17.404849   17.743169   20.055761   20.034554   20.081936     99.770576     98.826495    100.713208
 2.080   51.343940   51.039502   51.648564   17.571045   17.403361   17.741624   20.054935   20.033721   20.081116     99.792051     98.847857    100.734819
 2.081   51.341216   51.036776   51.645833   17.569532   17.401872   17.740083   20.054109   20.032888   20.080297     99.813527     98.869213    100.756442
 2.082   51.338491   51.034046   51.643104   17.568020   17.400382   17.738543   20.053283   20.032055   20.079478     99.835007     98.890566    100.778080
 2.083   51.335767   51.031313   51.640377   17.566507   17.398889   17.737004   20.052457   20.031223   20.078659     99.856493     98.911919    100.799734
 2.084   51.333042   51.028577   51.637651   17.564995   17.397395   17.735465   20.051632   20.030390   20.077840     99.877986     98.933276    100.821403
 2.085   51.330317   51.025839   51.634925   17.563483   17.395901   17.733927   20.050806   20.029558   20.077021     99.899488     98.954640    100.843086
 2.086   51.327591   51.023100   51.632199   17.561970   17.394405   17.732389   20.049980   20.028725   20.076201     99.921000     98.976011    100.864780
 2.087   51.324865   51.020361   51.629474   17.560457   17.392910   17.730852   20.049154   20.027892   20.075382     99.942523     98.997391    100.886485
 2.088   51.322137   51.017622   51.626748   17.558944   17.391416   17.729315   20.048328   20.027059   20.074562     99.964059     99.018779    100.908198
 2.089   51.319409   51.014882   51.624024   17.557431   17.389921   17.727779   20.047502   20.026225   20.073742     99.985608     99.040173    100.929922
 2.090   51.316679   51.012143   51.621301   17.555917   17.388426   17.726243   20.046675   20.025392   20.072922    100.007172     99.061574    100.951658
 2.091   51.313948   51.009403   51.618580   17.554403   17.386932   17.724709   20.045848   20.024558   20.072102    100.028752     99.082982    100.973407
 2.092   51.311215   51.006662   51.615860   17.552888   17.385437   17.723176   20.045020   20.023723   20.071281    100.050349     99.104398    100.995171
 2.093   51.308481   51.003920   51.613140   17.551373   17.383942   17.721643   20.044192   20.022889   20.070460    100.071963     99.125826    101.016952
 2.094   51.305745   51.001177   51.610420   17.549856   17.382447   17.720110   20.043364   20.022053   20.069638    100.093598     99.147269    101.038751
 2.095   51.303007   50.998432   51.607699   17.548339   17.380950   17.718576   20.042535   20.021218   20.068816    100.115255     99.168730    101.060571
 2.096   51.300266   50.995684   51.604976   17.546820   17.379453   17.717043   20.041706   20.020381   20.067993    100.136935     99.190213    101.082414
 2.097   51.297523   50.992934   51.602251   17.545301   17.377954   17.715508   20.040875   20.019544   20.067169    100.158641     99.211719    101.104284
 2.098   51.294777   50.990182   51.599525   17.543779   17.376454   17.713973   20.040044   20.018706   20.066345    100.180377     99.233249    101.126183
 2.099   51.292027   50.987426   51.596797   17.542256   17.374953   17.712437   20.039212   20.017867   20.065519    100.202144     99.254806    101.148113
 2.100   51.289274   50.984666   51.594068   17.540731   17.373449   17.710901   20.038379   20.017027   20.064693    100.223948     99.276391    101.170079
 2.101   51.286516   50.981902   51.591337   17.539205   17.371944   17.709363   20.037545   20.016186   20.063865    100.245791     99.298007    101.192083
 2.102   51.283753   50.979134   51.588603   17.537675   17.370436   17.707824   20.036709   20.015343   20.063036    100.267677     99.319658    101.214131
 2.103   51.280985   50.976361   51.585866   17.536143   17.368926   17.706284   20.035872   20.014499   20.062206    100.289611     99.341352    101.236225
 2.104   51.278211   50.973582   51.583124   17.534608   17.367414   17.704742   20.035033   20.013653   20.061373    100.311598     99.363094    101.258372
 2.105   51.275431   50.970797   51.580376   17.533070   17.365898   17.703195   20.034192   20.012805   20.060539    100.333642     99.384891    101.280575
 2.106   51.272643   50.968004   51.577622   17.531528   17.364378   17.701646   20.033349   20.011955   20.059703    100.355749     99.406746    101.302841
 2.107   51.269848   50.965203   51.574862   17.529981   17.362854   17.700094   20.032504   20.011103   20.058865    100.377923     99.428664    101.325177
 2.108   51.267044   50.962394   51.572095   17.528430   17.361325   17.698538   20.031656   20.010248   20.058024    100.400169     99.450647    101.347587
 2.109   51.264231   50.959574   51.569322   17.526875   17.359791   17.696979   20.030806   20.009391   20.057180    100.422492     99.472697    101.370077
 2.110   51.261408   50.956744   51.566544   17.525314   17.358252   17.695417   20.029953   20.008531   20.056334    100.444898     99.494817    101.392653
 2.111   51.258575   50.953903   51.563759   17.523748   17.356707   17.693852   20.029097   20.007667   20.055484    100.467391     99.517012    101.415319
 2.112   51.255731   50.951050   51.560966   17.522176   17.355156   17.692283   20.028237   20.006801   20.054632    100.489976     99.539286    101.438080
 2.113   51.252876   50.948185   51.558165   17.520598   17.353599   17.690709   20.027375   20.005931   20.053776    100.512657     99.561647    101.460940
 2.114   51.250009   50.945308   51.555354   17.519014   17.352034   17.689130   20.026508   20.005057   20.052917    100.535438     99.584102    101.483903
 2.115   51.247130   50.942418   51.552532   17.517423   17.350464   17.687544   20.025639   20.004180   20.052054    100.558323     99.606656    101.506971
 2.116   51.244237   50.939516   51.549699   17.515825   17.348886   17.685953   20.024765   20.003299   20.051187    100.581317     99.629313    101.530148
 2.117   51.241332   50.936599   51.546854   17.514221   17.347302   17.684356   20.023887   20.002414   20.050316    100.604421     99.652074    101.553437
 2.118   51.238412   50.933670   51.543998   17.512608   17.345710   17.682752   20.023006   20.001525   20.049442    100.627640     99.674939    101.576842
 2.119   51.235479   50.930725   51.541133   17.510989   17.344111   17.681144   20.022120   20.000632   20.048563    100.650975     99.697907    101.600365
 2.120   51.232532   50.927766   51.538259   17.509362   17.342504   17.679530   20.021230   19.999735   20.047680    100.674429     99.720976    101.624009
 2.121   51.229570   50.924792   51.535375   17.507727   17.340889   17.677912   20.020336   19.998833   20.046793    100.698004     99.744149    101.647777
 2.122   51.226594   50.921803   51.532482   17.506085   17.339267   17.676289   20.019437   19.997927   20.045902    100.721700     99.767427    101.671670
 2.123   51.223603   50.918799   51.529579   17.504435   17.337637   17.674660   20.018535   19.997017   20.045006    100.745520     99.790813    101.695687
 2.124   51.220598   50.915781   51.526664   17.502776   17.335998   17.673025   20.017628   19.996102   20.044106    100.769464     99.814313    101.719829
 2.125   51.217577   50.912747   51.523737   17.501110   17.334352   17.671382   20.016716   19.995183   20.043202    100.793532     99.837929    101.744097
 2.126   51.214542   50.909698   51.520795   17.499436   17.332697   17.669734   20.015800   19.994260   20.042294    100.817726     99.861667    101.768491
 2.127   51.211491   50.906634   51.517839   17.497754   17.331036   17.668076   20.014880   19.993332   20.041381    100.842044     99.885527    101.793015
 2.128   51.208426   50.903552   51.514869   17.496064   17.329364   17.666412   20.013955   19.992399   20.040463    100.866486     99.909509    101.817669
 2.129   51.205347   50.900454   51.511884   17.494367   17.327683   17.664739   20.013026   19.991462   20.039542    100.891053     99.933612    101.842455
 2.130   51.202252   50.897338   51.508887   17.492661   17.325995   17.663059   20.012093   19.990521   20.038616    100.915742     99.957832    101.867374
 2.131   51.199143   50.894205   51.505877   17.490948   17.324296   17.661372   20.011155   19.989576   20.037686    100.940555     99.982169    101.892426
 2.132   51.196020   50.891056   51.502854   17.489227   17.322589   17.659678   20.010214   19.988626   20.036751    100.965490    100.006621    101.917608
 2.133   51.192882   50.887889   51.499819   17.487498   17.320874   17.657979   20.009268   19.987672   20.035813    100.990546    100.031187    101.942920
 2.134   51.189730   50.884707   51.496771   17.485762   17.319149   17.656272   20.008317   19.986714   20.034870    101.015722    100.055869    101.968357
 2.135   51.186564   50.881510   51.493710   17.484019   17.317417   17.654558   20.007363   19.985752   20.033924    101.041018    100.080666    101.993918
 2.136   51.183384   50.878298   51.490634   17.482268   17.315677   17.652836   20.006404   19.984785   20.032973    101.066433    100.105582    102.019601
 2.137   51.180190   50.875071   51.487543   17.480510   17.313930   17.651106   20.005442   19.983815   20.032018    101.091966    100.130620    102.045406
 2.138   51.176983   50.871829   51.484437   17.478744   17.312174   17.649367   20.004475   19.982840   20.031059    101.117618    100.155782    102.071335
 2.139   51.173761   50.868572   51.481313   17.476971   17.310411   17.647620   20.003505   19.981861   20.030096    101.143388    100.181070    102.097388
 2.140   51.170525   50.865298   51.478173   17.475191   17.308639   17.645863   20.002530   19.980878   20.029129    101.169276    100.206484    102.123568
 2.141   51.167276   50.862008   51.475017   17.473404   17.306858   17.644097   20.001551   19.979891   20.028158    101.195281    100.232024    102.149874
 2.142   51.164013   50.858701   51.471844   17.471609   17.305069   17.642323   20.000568   19.978900   20.027183    101.221404    100.257688    102.176306
 2.143   51.160736   50.855379   51.468656   17.469807   17.303272   17.640540   19.999582   19.977905   20.026204    101.247643    100.283473    102.202863
 2.144   51.157446   50.852041   51.465453   17.467998   17.301467   17.638749   19.998591   19.976906   20.025221    101.274000    100.309376    102.229543
 2.145   51.154142   50.848689   51.462237   17.466181   17.299654   17.636952   19.997596   19.975903   20.024234    101.300472    100.335396    102.256344
 2.146   51.150825   50.845323   51.459005   17.464358   17.297834   17.635146   19.996597   19.974896   20.023243    101.327060    100.361535    102.283261
 2.147   51.147494   50.841944   51.455757   17.462528   17.296008   17.633331   19.995595   19.973885   20.022249    101.353763    100.387799    102.310293
 2.148   51.144150   50.838553   51.452491   17.460692   17.294174   17.631506   19.994588   19.972870   20.021250    101.380579    100.414192    102.337437
 2.149   51.140794   50.835149   51.449205   17.458847   17.292335   17.629670   19.993578   19.971851   20.020248    101.407507    100.440717    102.364692
 2.150   51.137424   50.831733   51.445898   17.456997   17.290490   17.627824   19.992564   19.970829   20.019242    101.434545    100.467379    102.392057
 2.151   51.134042   50.828305   51.442569   17.455140   17.288638   17.625965   19.991547   19.969803   20.018233    101.461691    100.494174    102.419529
